0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0,  0
1.79347,  1.4,  1.4,  1.72666,  1.4,  2.1,  2.8,  1.27316,  1.4,  1.4,  2.12714,  2.8,  2.06015,  2.8,  2.8,  2.1,  2.54133,  1.64856,  1.4,  2.8,  1.4,  2.8,  2.78595,  1.27687,  2.0151,  1.79528,  2.1,  1.4,  2.1,  2.1,  0.92,  2.08776,  2.36869,  2.8,  1.98981,  2.26112,  2.1,  1.92,  2.1,  2.8,  1.4,  2.8,  1.4,  1.4,  1.64095,  1.45802,  2.2942,  2.1,  2.8,  2.15675,  1.69262,  2.1,  2.25991,  2.8,  2.8,  1.4,  2.8,  1.61271,  1.4,  2.8,  2.8,  1.4,  2.1,  2.34402,  2.08282,  2.09459,  2.1,  2.8,  2.1,  1.766,  1.4,  1.3552,  2.68613,  1.24853,  2.8,  1.4,  2.13504,  1.4,  1.71186,  1.5827,  2.22866,  2.8,  1.32686,  2.8,  1.79575,  2.63237,  2.8,  0.913565,  3.58384,  3.53222,  2.8,  1.57018,  2.59288,  0.841814,  0.347255,  1.4,  1.4,  1.4,  2.8,  1.4,  1.4,  2.1,  1.26348,  1.05193,  2.61435,  1.08216,  1.49499,  2.03223,  1.34919,  1.4,  2.21303,  1.51439,  1.37492,  1.17124,  2.1,  1.70925,  3.2716,  1.4,  0.946713,  1.4,  2.64071,  2.8,  2.30572,  0.960357,  2.8,  1.4,  2.1,  1.4,  1.4,  1.13057,  2.0911,  1.74033,  2.89386,  2.8,  3.5801,  1.4,  1.78814,  1.46275,  2.8,  0.416947,  2.61153,  2.1,  2.32766,  2.8,  2.8,  2.8,  1.95447,  1.4,  1.4,  1.82771,  2.8,  2.1,  2.05596,  1.89,  2.1,  2.39399,  2.1,  1.4,  1.23793,  2.1,  2.1,  1.52981,  2.1,  2.8,  2.0894,  1.10114,  2.70424,  1.4,  2.8,  2.04272,  1.5499,  0.663059,  2.8,  1.4,  2.1,  2.8,  2.4005,  2.1814,  1.89869,  0.656125,  2.1,  2.08647,  1.4,  3.21239,  2.1,  2.16,  2.1,  2.64694,  2.8,  2.1,  2.8,  3.33554,  2.8,  0.42389,  1.4,  2.8,  0.88302,  2.8,  1.52027,  2.8,  2.1,  2.1,  1.4,  1.4,  2.1,  2.38381,  1.96821,  1.4,  1.87877,  1.38399,  2.34919
2,  2,  1.91365,  1.58467,  1.1803,  2.17276,  4,  0.89843,  1.62124,  1.66386,  2.565,  2.13371,  3.44223,  2.74177,  2.18513,  2.07354,  1.93953,  1.76557,  1.10072,  2.8733,  1.89616,  1.8884,  1.88013,  2,  1.38861,  1.61991,  2.75013,  1.04829,  3,  3,  0.6936,  3.53249,  1.64647,  3.53941,  2.42271,  2.37311,  2.21582,  1.3952,  3,  4,  2,  3.58037,  1.30617,  1.272,  1.23893,  1.07107,  1.63344,  3,  3.20704,  2.57626,  2.30233,  1.46671,  3,  2.47319,  2.46451,  1.58445,  4,  1.56289,  2,  3.29082,  3.57517,  2,  1.73224,  1.63265,  0.530061,  1.43392,  2.19419,  3.30701,  1.66167,  1.52215,  2,  0.946014,  2.76784,  0.884146,  3.25276,  2,  2.9478,  1.32684,  0.410747,  1.14214,  3.12889,  4,  1.28331,  2.41339,  1.76547,  2.70401,  3.25418,  0.163258,  2.98863,  3.71802,  3.72987,  1.15893,  1.77201,  0.648252,  0.275114,  1.23327,  1.62282,  1.08123,  4,  1.43323,  2,  2.95569,  0.892819,  1.89973,  1.98778,  1.94864,  1.09214,  1.45805,  0.946414,  2,  2.04167,  1.1032,  0.982595,  1.3249,  1.89276,  2.95501,  2.41961,  1.2683,  0.851663,  2,  1.82128,  3.75457,  1.6112,  0.717007,  3.31612,  1.67821,  3,  1.85721,  1.80765,  0.956583,  3.79286,  1.72927,  3.25016,  2.72913,  2.78288,  1.45159,  2,  2,  3.80596,  0.341772,  2.76839,  3,  1.80338,  3.28211,  4,  2.39399,  1.4145,  2,  1.47533,  2.49646,  2.94532,  1.58154,  3.75198,  1.3173,  2.30871,  1.66063,  2.15781,  1.30422,  2,  2.91593,  2.44052,  2,  2.65908,  3.62195,  3,  0.798663,  3.73225,  2,  2.66217,  1.90515,  1.80374,  0.544574,  3.09424,  1.49213,  1.95304,  4,  1.66428,  4,  1.32225,  0.540552,  1.53124,  2.3134,  1.66209,  3.38963,  3,  1.5296,  3,  1.80229,  3.48578,  3,  4,  3.01341,  3.82287,  0.353209,  1.38862,  3.14008,  0.743321,  2.66159,  1.10655,  3.1952,  2.40595,  2.04235,  1.55402,  1.04717,  2.62313,  2.74794,  1.36188,  2,  0.987022,  1.28172,  1.64331
1.75256,  1.74665,  1.65849,  1.58904,  1.24801,  2.07709,  3.47397,  1.03984,  1.49614,  1.52091,  2.49257,  2.32748,  3.26745,  2.65611,  2.35329,  2.02233,  2.11391,  1.71449,  1.20507,  2.72766,  1.65361,  2.18882,  2.18465,  1.75563,  1.61337,  1.63324,  2.39741,  1.17351,  2.62592,  2.62298,  0.786001,  3.32412,  1.88382,  3.08562,  2.24327,  2.29605,  2.10082,  1.57588,  2.62592,  3.4973,  1.75062,  3.10765,  1.31935,  1.30061,  1.36956,  1.20649,  1.83972,  2.61998,  2.90824,  0.378212,  2.0805,  1.68388,  2.80852,  2.51226,  2.50759,  1.47669,  3.4973,  1.45979,  1.75062,  2.95358,  3.10485,  1.74665,  1.83556,  1.87786,  1.93512,  1.66344,  2.08952,  2.96233,  1.79545,  1.58239,  1.74665,  1.10087,  2.72497,  1.02369,  2.93298,  1.74665,  2.60678,  1.33095,  0.315213,  1.30541,  2.87405,  3.86941,  1.34726,  2.4763,  1.71767,  2.5671,  2.93375,  0.0895702,  3.07263,  3.62328,  3.19114,  1.29242,  2.04224,  0.722045,  0.260336,  1.27737,  1.49847,  1.19315,  3.4973,  1.39065,  1.74665,  2.50856,  1.03282,  1.82314,  2.15315,  1.80576,  1.23303,  1.65039,  1.07922,  1.75255,  2.04237,  1.25343,  1.09828,  1.29498,  1.92211,  2.63569,  2.65347,  1.29725,  0.881129,  1.74665,  2.07058,  3.20133,  1.85101,  0.810689,  2.96895,  1.49926,  2.62592,  1.62853,  1.59937,  1.14631,  3.72311,  1.59989,  2.99423,  2.64989,  2.94506,  1.40078,  2,  2,  3.2356,  0.327239,  2.60424,  2.62592,  1.92737,  2.94726,  3.5051,  2.46568,  1.59111,  1.75062,  1.41427,  2.2797,  2.81654,  1.74958,  3.69887,  1.51658,  2.15132,  1.90537,  2.06923,  1.31763,  1.9176,  2.48393,  2.22577,  2,  2.34324,  3.13544,  3,  0.915056,  3.33122,  1.74865,  2.61388,  1.94175,  1.65919,  0.597258,  2.84817,  1.42429,  1.95601,  3.5051,  1.90996,  3.9112,  1.52282,  0.589412,  1.72357,  2.21779,  1.51991,  3.1777,  2.62883,  1.74045,  2.62298,  2.08693,  3.05906,  2.62883,  3.4973,  3.00384,  3.23805,  0.343645,  1.36554,  2.87312,  0.802564,  2.61266,  1.25438,  2.90052,  2.2056,  2.00504,  1.45791,  1.17404,  2.32355,  2.53453,  1.57272,  1.75255,  2.15366,  1.29656,  1.84588
1.85191,  1.84871,  1.72939,  1.54551,  1.19639,  2.05513,  3.54734,  0.964096,  1.51748,  1.54873,  2.46508,  2.15884,  2.99075,  2.58629,  2.19361,  1.9837,  2.01772,  1.6819,  1.13967,  2.68043,  1.71864,  1.98203,  1.97703,  1.84665,  1.47697,  1.57663,  2.4692,  1.1002,  2.77629,  2.77468,  0.739982,  3.27494,  1.71757,  3.14975,  2.23793,  2.27332,  2.08596,  1.45175,  2.77629,  3.69958,  1.85086,  3.17858,  1.2884,  1.26393,  1.27182,  1.12126,  1.69563,  2.77306,  2.91579,  2.19854,  2.03434,  1.54697,  2.75933,  2.39935,  2.39325,  1.49101,  3.69958,  1.36699,  1.85086,  2.97488,  3.17492,  1.84871,  1.74062,  1.7123,  4,  1.52221,  2.07008,  2.98629,  1.68917,  1.52245,  1.84871,  1.01771,  2.70234,  0.949638,  2.94804,  1.83699,  2.63949,  1.30344,  1.89655,  1.20859,  2.80263,  3.92676,  1.36996,  2.35377,  1.6891,  2.52555,  2.94904,  0.215931,  2.89049,  3.65455,  3.28452,  1.20854,  1.85488,  0.682341,  0.246276,  1.23457,  1.51903,  1.12487,  3.69958,  1.38078,  1.84871,  2.61574,  0.957892,  1.81125,  2.00152,  1.79833,  1.14455,  1.51562,  0.99458,  1.84877,  2.00081,  1.16298,  1.01084,  1.24471,  1.85398,  2.51305,  2.43776,  1.26015,  0.858094,  1.84871,  1.88996,  3.30118,  1.68918,  0.761271,  2.99285,  0.284855,  2.73764,  1.68903,  1.65249,  1.24149,  3.71193,  1.46211,  2.92966,  2.57948,  2.72465,  1.39421,  1.98011,  2,  3.339,  0.320446,  2.57623,  2.7685,  1.79572,  2.96867,  3.70383,  2.34004,  1.46385,  1.85086,  1.41139,  2.25893,  2.79578,  1.63066,  3.73806,  1.39334,  2.15251,  1.73614,  2.04392,  1.28638,  1.9243,  2.58637,  2.24703,  2,  2.40285,  3.20897,  3,  0.853775,  3.37313,  1.82104,  2.53236,  1.92832,  1.64741,  0.57281,  2.83606,  1.4236,  1.8978,  3.67578,  1.74011,  3.17232,  1.39882,  0.565202,  1.59578,  2.14694,  1.54744,  3.13042,  2.77787,  1.5935,  2.77468,  1.89271,  3.11237,  2.77787,  3.69958,  2.86431,  3.34925,  0.330373,  1.34801,  2.86844,  0.769132,  2.53031,  1.16354,  2.9075,  2.2221,  1.96132,  1.46851,  1.1001,  2.37716,  2.52726,  1.44261,  1.85191,  1.68407,  1.26192,  1.68437
1.80766,  1.79938,  1.66035,  1.52732,  1.19588,  2.00334,  3.36721,  1.34474,  1.47689,  1.50486,  2.41883,  2.15083,  2.88084,  2.51336,  2.17814,  1.94146,  1.97388,  1.64978,  1.1482,  2.59462,  1.65517,  1.99418,  1.99471,  1.80067,  1.49884,  1.55266,  2.36193,  1.11153,  2.70747,  2.70333,  0.752307,  3.20536,  1.72474,  2.99204,  2.18996,  2.23557,  2.02991,  1.45913,  2.70747,  3.60445,  1.80498,  3.01644,  1.27696,  1.60063,  1.27053,  1.12889,  1.70423,  2.69907,  2.79488,  2.31405,  1.99428,  1.56116,  2.67058,  2.35693,  2.35176,  1.45467,  3.60445,  1.34539,  1.80498,  2.84515,  3.01334,  1.79938,  1.73367,  1.72767,  3.12016,  1.53909,  2.01631,  2.85487,  1.68793,  1.51657,  1.79938,  1.03773,  2.62735,  0.967768,  2.82231,  1.75616,  2.54861,  1.29008,  1.8066,  1.22409,  2.70555,  3.90276,  1.40134,  2.31358,  1.65745,  2.45262,  2.82317,  0.223408,  2.83271,  3.55059,  3.10861,  1.21937,  1.86466,  0.689379,  1.84264,  1.22878,  1.47935,  1.13423,  3.60445,  1.35759,  1.79938,  2.48651,  0.97494,  1.80047,  1.99598,  1.76978,  1.15271,  1.52155,  1.00507,  1.76887,  2.01198,  1.17538,  1.00721,  1.24187,  1.82911,  2.45687,  2.42908,  1.25131,  0.857279,  1.79938,  1.89828,  3.12021,  1.70409,  0.771655,  2.86159,  1.42491,  2.60341,  1.62662,  1.59356,  1.34305,  3.69702,  1.27815,  2.82102,  2.50938,  2.67797,  1.36925,  1.94027,  2,  3.15759,  2.18281,  2.50189,  2.61999,  1.78264,  2.83878,  3.61531,  2.30178,  1.46621,  1.80498,  1.3843,  2.19392,  2.733,  1.6357,  3.77874,  1.40725,  2.08685,  1.74632,  1.99355,  1.27441,  1.91129,  2.45888,  2.16952,  2,  2.30152,  3.0464,  3,  0.86795,  3.28094,  1.74969,  2.4695,  1.91812,  1.59982,  0.579229,  2.72751,  1.39529,  1.86774,  3.45217,  1.75037,  3.35788,  1.41285,  0.570193,  1.60743,  2.07502,  1.50372,  2.21829,  2.71148,  1.14917,  2.70333,  1.90873,  2.96214,  2.71148,  3.60445,  2.79753,  3.16089,  0.319325,  1.3287,  2.75521,  0.772274,  2.46606,  1.174,  2.78701,  2.14725,  1.92207,  1.43378,  1.11262,  2.27949,  2.45059,  1.45765,  1.80765,  1.83959,  1.25039,  1.6843
1.80394,  1.81798,  1.65576,  1.5009,  1.17336,  1.9667,  3.30767,  1.14542,  1.46465,  1.63165,  2.36948,  2.07295,  2.77467,  2.44514,  2.10128,  1.9024,  1.92938,  1.62242,  1.1236,  2.53003,  1.64795,  1.91281,  1.9129,  1.80398,  1.44929,  1.51261,  2.33597,  1.08605,  2.73375,  2.69705,  0.737346,  3.13752,  1.65747,  2.94121,  2.16464,  2.19799,  1.99416,  1.40709,  2.73375,  3.64053,  1.8225,  2.96641,  1.25733,  1.40606,  1.22704,  1.09608,  1.64345,  2.72698,  2.73629,  0.398037,  1.94592,  1.51068,  2.59725,  2.28545,  2.28011,  1.4408,  3.64053,  1.37149,  1.8225,  2.78807,  2.96321,  1.81798,  1.68793,  1.66095,  3.08585,  1.48822,  1.97908,  2.79807,  1.64078,  1.48796,  1.81798,  1.01115,  2.5781,  0.944041,  2.76454,  1.7541,  2.50634,  1.27094,  1.78587,  1.188,  2.61828,  3.92365,  1.4048,  2.4433,  1.6303,  2.39759,  2.76543,  0.520806,  2.72852,  3.44943,  2.82722,  1.1898,  1.79006,  0.675747,  1.59464,  1.20743,  1.4663,  1.10932,  3.64053,  1.34094,  1.81798,  2.46598,  0.95098,  1.75119,  1.92942,  1.74743,  1.11885,  1.46546,  0.974286,  1.76586,  1.89957,  1.14127,  0.96755,  1.22395,  1.78655,  2.4551,  2.33309,  1.23071,  0.842572,  1.81798,  1.82829,  3.07355,  1.63873,  0.755338,  2.80355,  1.44098,  2.71983,  1.61991,  1.58637,  1.40106,  3.66726,  1.21025,  2.75411,  2.44286,  2.56272,  1.35329,  1.91085,  1.97143,  3.1077,  1.71707,  2.45097,  2.60265,  1.72023,  2.78297,  3.64937,  2.2282,  1.41247,  1.8225,  1.36864,  2.14314,  2.69527,  1.58711,  3.67586,  1.36219,  2.05372,  1.67811,  1.95566,  1.25457,  1.90659,  2.43901,  2.13756,  1.99625,  2.27604,  2.99345,  3,  0.848157,  3.24301,  1.74357,  2.40168,  1.9013,  1.56703,  0.570682,  2.66578,  1.37945,  1.82658,  3.40636,  1.68194,  3.13429,  1.36754,  0.517587,  1.5576,  2.50311,  1.49196,  0.35962,  2.72238,  1.29804,  2.7304,  1.8317,  2.90855,  2.73703,  3.64053,  2.70391,  3.11555,  0.309463,  1.31066,  2.69424,  0.757205,  2.39713,  1.13957,  2.72952,  2.11541,  1.88241,  1.42034,  1.08691,  2.25323,  2.40386,  1.41037,  1.82468,  1.69455,  1.22839,  1.61463
1.76797,  1.80645,  1.62286,  1.4832,  1.16085,  1.92487,  3.19892,  1.2084,  1.44044,  1.51933,  2.3165,  1.35338,  2.67509,  2.37798,  2.05427,  1.86339,  1.88644,  1.60446,  1.11436,  2.45931,  1.61718,  1.87457,  1.87827,  1.76338,  1.43315,  1.47661,  2.27613,  1.07701,  2.71919,  2.61536,  0.734262,  3.06943,  1.70629,  2.8457,  2.14033,  2.15558,  1.95095,  1.38243,  2.71919,  3.61936,  1.81279,  2.86934,  1.59512,  1.45534,  1.20247,  1.08102,  1.61465,  2.70967,  2.6534,  2.0613,  1.9078,  1.48924,  2.51944,  2.23037,  2.22536,  1.4178,  3.61936,  1.41544,  1.81279,  2.70213,  2.86633,  1.80645,  1.66115,  1.63325,  2.98517,  1.46771,  1.93616,  2.71154,  1.61539,  1.47045,  1.80645,  1.00588,  2.52017,  0.939307,  2.67999,  1.71737,  2.44907,  1.25485,  1.74195,  1.17548,  2.53323,  3.92759,  1.39673,  2.277,  1.60329,  2.33874,  2.68082,  1.26978,  2.6508,  3.35255,  2.78636,  1.17882,  1.75427,  0.670769,  1.63259,  1.19317,  1.44234,  1.10001,  3.61936,  1.32191,  1.80645,  2.39898,  0.945365,  1.75554,  1.89464,  1.72466,  1.10347,  1.43784,  0.96217,  1.73049,  1.87389,  1.12803,  0.941722,  1.20894,  1.75312,  2.45947,  2.28116,  1.21558,  0.680739,  1.7942,  1.79516,  2.96987,  1.61146,  0.750481,  2.71683,  1.43338,  2.58921,  1.58919,  1.55656,  1.43006,  3.48484,  1.28009,  2.72289,  2.37807,  2.48346,  1.33384,  1.87889,  1.93748,  3.00378,  1.81998,  2.39534,  2.52975,  1.68425,  2.69721,  3.63158,  2.17283,  1.38421,  1.81279,  1.34845,  2.0906,  2.64504,  1.56326,  3.62006,  1.34343,  2.00755,  1.64627,  1.91382,  1.23855,  1.90105,  2.37242,  2.08726,  1.74795,  2.21808,  2.89599,  2.61814,  1.17057,  3.17075,  1.70937,  2.33943,  1.88047,  1.53134,  0.568071,  2.58685,  1.35875,  1.79182,  3.28757,  1.65003,  3.44212,  1.34871,  0.484887,  1.5364,  2.20236,  1.46684,  2.6533,  2.63372,  1.2367,  2.71452,  1.79867,  2.8155,  2.72369,  3.61936,  2.62833,  3.00929,  0.300858,  1.29254,  2.6137,  0.749291,  2.33339,  1.12509,  2.64705,  2.06608,  1.84437,  1.39791,  1.07854,  2.19648,  2.34762,  1.39094,  1.81579,  1.66496,  1.21108,  1.59467
1.74704,  1.8092,  1.60422,  1.46183,  1.14417,  1.88698,  3.11814,  1.15196,  1.42238,  1.51481,  2.24668,  1.62361,  2.58059,  2.31333,  1.99602,  1.82576,  1.84592,  1.58656,  1.09817,  2.39474,  1.5975,  1.81911,  1.82362,  1.74459,  1.40187,  1.43494,  2.23363,  1.06081,  2.72307,  2.57121,  0.725244,  3.0006,  1.58144,  2.77581,  2.11963,  2.1113,  1.91276,  1.34568,  2.6911,  3.62319,  1.81538,  2.79907,  1.40521,  1.39303,  1.1701,  1.05835,  1.57419,  3,  2.58556,  2.13435,  1.86869,  1.4558,  2.44247,  2.17029,  2.16536,  1.39937,  3.62468,  1.44969,  1.81538,  2.63347,  2.79611,  1.8092,  1.62651,  1.58817,  0.520834,  1.76256,  1.89721,  2.64272,  1.58095,  1.4486,  1.8092,  0.990714,  2.46836,  0.925646,  2.61171,  1.69801,  2.33302,  1.23779,  1.71183,  1.1519,  2.45144,  3.94289,  1.37684,  2.27025,  1.5779,  2.29307,  2.61252,  0.433804,  2.14456,  3.25871,  2.75907,  1.15998,  1.70294,  0.661826,  1.55596,  1.17615,  1.42375,  1.08379,  3.62468,  1.3045,  1.8092,  2.3558,  0.931368,  1.75715,  1.84808,  1.70313,  1.0802,  1.39821,  0.941761,  1.71018,  1.81489,  1.10525,  0.908997,  1.18932,  1.71678,  2.45155,  2.21262,  1.19841,  0.695794,  1.76682,  1.26903,  2.898,  1.5672,  0.740316,  2.64692,  0.247803,  2.57786,  1.57033,  1.53823,  1.43912,  3.35295,  1.34034,  2.62261,  2.31564,  2.39351,  1.31659,  1.8496,  1.90672,  2.57247,  1.7092,  2.34398,  2.48438,  1.63889,  2.62969,  3.63666,  2.11192,  1.34559,  1.81538,  1.62241,  2.0404,  2.60119,  1.52916,  3.5569,  1.31366,  1.96929,  1.59931,  1.87514,  1.22124,  1.89718,  2.33035,  2.04698,  1.84936,  2.17762,  2.82293,  2.77544,  0.997699,  3.09729,  1.68906,  2.27761,  1.79773,  1.5429,  0.562224,  2.51923,  1.34068,  1.75541,  3.47204,  1.60293,  2.87065,  1.3188,  0.511782,  1.50285,  2.24351,  1.44836,  2.25792,  2.59147,  1.19525,  2.71851,  1.7469,  2.74494,  2.72501,  3.58926,  2.54933,  2.93679,  0.293386,  1.27489,  2.54561,  0.73743,  2.27023,  1.10179,  2.58033,  2.02661,  1.80695,  1.38035,  1.06244,  2.15625,  2.29754,  1.35989,  1.81833,  1.57579,  1.19156,  1.54502
1.72028,  1.8056,  1.57973,  1.43038,  1.12968,  1.84871,  3.02895,  1.15031,  1.4021,  1.46555,  2.15918,  1.46599,  2.48981,  2.2504,  1.94517,  1.78882,  1.80663,  1.56448,  1.08551,  2.3304,  1.5736,  1.77331,  1.78021,  1.71656,  1.37845,  1.39294,  2.18514,  1.04808,  2.71906,  2.51212,  0.71879,  2.932,  1.56298,  2.69772,  2.09523,  2.06572,  1.87373,  1.31539,  2.62077,  3.47271,  1.8127,  2.7201,  1.46059,  1.38373,  1.14198,  1.03941,  1.54037,  2.84102,  2.5142,  0.385031,  1.83396,  1.42853,  2.36342,  2.11524,  2.1105,  1.37943,  3.61844,  1.47077,  1.8127,  2.56035,  2.71725,  1.80559,  1.59666,  1.55266,  2.62478,  1.54575,  1.85788,  2.56926,  1.55169,  1.42941,  1.80559,  0.980336,  2.41592,  0.91623,  2.53938,  1.67145,  2.30325,  1.2216,  1.6767,  1.13378,  2.37233,  3.95535,  1.3531,  2.19989,  1.55312,  2.23968,  2.54017,  1.23445,  1.575,  3.16809,  2.73043,  1.14517,  1.66031,  0.654553,  1.53762,  1.16069,  1.40333,  1.071,  3.48923,  1.28683,  1.8056,  2.30372,  1.0916,  1.76015,  1.80977,  1.68207,  1.0608,  1.36513,  0.926208,  1.68398,  1.77512,  1.08711,  0.878383,  1.17496,  1.68293,  2.43269,  2.15505,  1.18251,  0.661798,  1.74226,  1.45732,  2.81527,  1.53226,  0.732467,  2.57287,  1.3718,  2.51665,  1.54678,  1.51529,  1.3342,  3.34908,  1.35204,  2.56869,  2.25506,  2.31315,  1.29883,  1.8203,  1.87626,  2.51315,  1.69588,  2.2935,  2.42874,  1.60097,  2.55716,  3.63211,  2.05597,  1.31269,  1.8127,  1.4608,  1.99094,  1.97277,  1.50062,  3.49763,  1.28945,  1.92891,  1.56073,  1.83641,  1.20488,  1.89377,  2.27888,  2.00378,  1.80268,  2.13085,  2.74261,  2.70336,  1.05224,  3.01398,  1.66325,  2.21848,  1.95914,  1.50157,  0.557519,  2.44973,  1.32193,  1.72102,  3.22489,  1.56425,  2.99162,  1.29448,  0.509317,  1.47588,  1.61412,  1.42748,  2.11683,  2.53082,  1.19738,  2.71383,  2.37008,  2.66772,  2.64094,  3.45584,  2.47625,  3.07866,  0.286907,  1.25745,  2.47517,  0.727021,  1.79487,  1.08281,  2.50968,  1.98423,  1.77055,  1.3611,  1.05012,  2.11013,  2.24677,  1.33472,  1.79338,  1.50795,  1.173,  1.49796
